Bucket,Color/Number,Old/New,Species,Date_initial_measure,Length_pre,Width_pre,Height_pre,Weight,Mortality_Date,Date_FinalMeasurement,Length_post,Width_post,Height_post,Weight_post ,live_barnacles,dead_barnacles,polydora_scars,RFTM_Date,RFTM_score,Parasites,
HP3,O76,NA,MB,6/21/2018,17.27,24.03,7.96,1.59,,,,,,,,,,,,,
HP3,B58,NA,MB,6/21/2018,17.88,23.53,17.73,1.49,,,,,,,,,,,,,
HP3,O84,NA,MB,6/21/2018,15.6,21.13,16.99,1,,,,,,,,,,,,,
HP4,W78,NA,IR,6/21/2018,40.66,23.36,15.05,7.4,,,,,,,,,,29-Oct,0,,
HP4,O30,NA,MB,6/21/2018,23.42,31.33,10.61,3.65,,,,,,,,,,,,,
HP4,O38,NA,MB,6/21/2018,16.97,22.81,8.27,1.47,,,,,,,,,,,,,
HP4,O44,NA,MB,6/21/2018,15.41,20.38,7.11,1.03,,,,,,,,,,,,,
HP4,O57,NA,MB,6/21/2018,17.41,23.07,7.93,1.51,,,,,,,,,,,,,
HP5,Y65,NA,IR,6/21/2018,42.4,27.43,16.41,7.66,,,,,,,,,,,,,
HP5,O22,NA,MB,6/21/2018,25.62,32.67,12.14,4.99,,,,,,,,,,,,,
HP5,O40,NA,MB,6/21/2018,16.31,21.94,7.87,1.29,,,,,,,,,,,,,
HP5,O60,NA,MB,6/21/2018,15.94,21.55,7.36,1.13,,,,,,,,,,,,,
HP5,O64,NA,MB,6/21/2018,23.17,30.23,12.46,3.84,,,,,,,,,,,,,
HP5,O99,NA,MB,6/21/2018,17.29,21.99,8.1,1.33,,,,,,,,,,,,,
HP6,G70,OLD,CV,6/13/2018,39.76,28.61,7.63,6.58,,,,,,,,,,,,,
HP6,W96,NA,IR,6/21/2018,48.18,27.13,20.68,11.64,,,,,,,,,,,,,
HP6,Y36,NA,IR,6/21/2018,33.45,19.14,11.82,3.45,,,,,,,,,,,,,
HP6,Y49,NA,IR,6/21/2018,34.33,19.4,12.3,3.49,,,,,,,,,,,,,
HP6,O13,NA,IR,6/21/2018,30.01,20.8,11.51,3.06,,,,,,,,,,,,,
HP6,O37,NA,MB,6/21/2018,15.28,20.94,6.6,1.07,,,,,,,,,,,,,
HP6,O41,NA,MB,6/21/2018,18.2,23.78,7.65,1.53,,,,,,,,,,,,,
HP6,O51,NA,MB,6/21/2018,16.25,22.15,7.68,1.28,,,,,,,,,,,,,
HP6,O97,NA,MB,6/21/2018,17.46,22.91,8.1,1.39,,,,,,,,,,,,,
HP7,G51,OLD,CV,6/13/2018,41.38,25.25,9.17,5.75,10/18/2018,10/18/2018,dead,,,,,,,,,,
HP7,W50,NA,IR,6/21/2018,43.44,23.09,16.85,8.46,10/18/2018,10/18/2018,,,,,,,,,,,
HP7,W91,NA,IR,6/21/2018,27.61,17.42,10.79,2.47,10/18/2018,10/18/2018,,,,,,,,,,,
HP7,O29,NA,MB,6/21/2018,23.63,30.46,10.22,2.47,10/18/2018,10/18/2018,,,,,,,,,,,
HP7,O50,NA,MB,6/21/2018,15.82,20.86,7.84,1.18,10/18/2018,10/18/2018,,,,,,,,,,,
HP7,O70,NA,MB,6/21/2018,15.51,20.84,6.92,1.06,10/18/2018,10/18/2018,,,,,,,,,,,
HP7,O89,NA,MB,6/21/2018,18.49,24.82,8.16,1.82,10/18/2018,10/18/2018,,,,,,,,,,,
HP8,O40,OLD,CV,6/12/2018,32.58,22.18,8.15,4.26,10/18/2018,10/18/2018,,,,,,,,,,,
HP8,O55,OLD,CV,6/12/2018,53.41,31.86,8.5,7.95,10/18/2018,10/18/2018,,,,,,,,,,,
HP8,O66,OLD,CV,6/12/2018,53.43,34.09,10.21,10.93,10/18/2018,10/18/2018,,,,,,,,,,,
HP8,O89,OLD,CV,6/12/2018,36.05,27.43,8.98,4.18,10/18/2018,10/18/2018,,,,,,,,,,,
HP8,Y13,OLD,CV,6/13/2018,35.6,20.88,9.09,4.08,10/18/2018,10/18/2018,,,,,,,,,,,
HP8,Y73,OLD,CV,6/13/2018,32.61,22.61,7.74,3.62,10/18/2018,10/18/2018,,,,,,,,,,,
HP8,W8,NA,IR,6/21/2018,39.98,24.87,13.63,5.63,10/18/2018,10/18/2018,,,,,,,,29-Oct,0,,
HP8,W31,NA,IR,6/21/2018,47.05,31.47,16.91,10.96,10/18/2018,10/18/2018,,,,,,,,,,,
HP8,W59,NA,IR,6/21/2018,48.75,27.45,20.59,11.21,10/18/2018,10/18/2018,,,,,,,,,0,,
HP8,O27,NA,MB,6/21/2018,14.94,20.41,7.56,1.12,,10/19/2018,,,,,,,,,,,
HP8,O35,NA,MB,6/21/2018,24.29,31.62,11.92,4.21,,10/19/2018,,,,,,,,,,,
HP8,O49,NA,MB,6/21/2018,18.31,24.58,8.28,1.77,,10/19/2018,,,,,,,,,,,
HP8,O52,NA,MB,6/21/2018,17.69,23.2,8.06,1.56,,10/19/2018,,,,,,,,,,,
HP8,O54,NA,MB,6/21/2018,15.7,20.31,7.41,1.11,,10/19/2018,,,,,,,,,,,
HP8,W71,NA,IR,6/21/2018,43.9,23.64,16.9,8.14,,10/19/2018,,,,,,,,,,,
HP9,O10,OLD,CV,6/12/2018,35.72,24.82,9.03,5.31,,10/19/2018,,,,,,,,,,,
HP9,O65,NA,MB,6/21/2018,19.44,25.66,7.78,1.99,,10/15/2018,,,,,,,,,,,
HP9,O92,NA,MB,6/21/2018,15.99,21.75,6.48,1.12,,10/15/2018,,,,,,,,,,,
HP9,O96,NA,MB,6/21/2018,18.18,24.19,8.85,1.92,,10/15/2018,,,,,,,,,,,
HP9,B57,NA,MB,6/21/2018,17.97,23.33,8.61,1.61,,10/15/2018,,,,,,,,,,,
LM1,O13,NEW,CV,6/19/2018,26.06,20.38,9.81,2.08,,10/15/2018,,,,,,,,20-Oct,0,,
LM1,O99,NEW,CV,6/19/2018,38.59,33.16,13.1,6.55,,10/15/2018,,,,,,,,,,,
LM1,G96,NEW,CV,6/20/2018,28.87,22.91,9.83,3.09,,10/15/2018,,,,,,,,,,,
LM2,O95,NEW,CV,6/19/2018,33.08,22.69,11.74,3.48,,10/16/2018,,,,,,,,,,,
LM2,Y70,NEW,CV,6/19/2018,50.46,25.36,12.82,7.67,,10/16/2018,,,,,,,,,,,
LM2,G26,NEW,CV,6/20/2018,29.88,23.02,12.99,3.39,7-Sep,10/16/2018,,,,,,,,,,,
LM3,O44,NEW,CV,6/19/2018,44.09,27.92,11.87,6.48,Dead,10/18/2018,,,,,,,,,,,
LM3,Y79,NEW,CV,6/19/2018,26.24,22.81,8.38,2.24,,10/18/2018,,,,,,,,,,,
LM3,Y93,NEW,CV,6/19/2018,26.57,23.89,11.18,2.72,,10/18/2018,,,,,,,,,,,
LM6,O45,NEW,CV,6/19/2018,44.57,29.23,12.28,5.45,,10/18/2018,,,,,,,,,,,
LM6,Y82,NEW,CV,6/19/2018,27.41,20.1,8.56,2.29,,10/18/2018,,,,,,,,29-Oct,0,,
LM7,O18,OLD,CV,6/12/2018,34.38,21.21,9.03,3.95,,10/19/2018,,,,,,,,1-Nov,0,,
LM7,O97,OLD,CV,6/12/2018,29.95,20.19,7.32,2.45,,10/19/2018,,,,,,,,,,,
LM8,W30,OLD,CV,6/19/2018,32.35,22.79,11.47,3.68,,10/17/2018,,,,,,,,,,,
LM8,W97,OLD,CV,6/19/2018,34.28,20.63,10.02,3.19,,10/17/2018,,,,,,,,,,,
LM8,G25,NEW,CV,6/20/2018,38.62,23.81,9.51,4.72,,10/17/2018,,,,,,,,,,,
LM8,G72,NEW,CV,6/20/2018,33.84,28.68,9.98,3.99,,10/17/2018,,,,,,,,,,,
LM8,G76,NEW,CV,6/20/2018,36.6,20.41,12.92,3.72,,10/17/2018,,,,,,,,,,,
LM8,G80,NEW,CV,6/20/2018,48.33,23.63,12.65,5.73,,10/17/2018,,,,,,,,,,,
LP1,O42,OLD,CV,6/12/2018,50.99,31.24,8.58,9.37,,15-Oct,,,,,,,,,,,
LP1,O47,OLD,CV,6/12/2018,52.18,27.9,8.51,7.68,30-Jul,15-Oct,,,,,,,,,,,
LP1,W6,NA,IR,6/21/2018,50.5,28.95,21.56,14.66,,15-Oct,,,,,,,,23-Oct,0,,
LP1,W58,NA,IR,6/21/2018,35.08,21.67,12.97,4.55,,15-Oct,,,,,,,,,,,
LP1,W65,NA,IR,6/21/2018,39.24,21.68,15.83,5.84,,15-Oct,,,,,,,,,,,
LP1,Y67,NA,IR,6/21/2018,34.85,19.36,11.94,3.57,,,,,,,,,,,,,
LP1,1,,MM,,,,,,,,,,,,,,,23-Oct,5,,
LP1,O33,NA,MB,6/21/2018,25.9,34.4,11.69,4.83,19-Jul,,,,,,,,,,,,
LP1,O46,NA,MB,6/21/2018,20.17,26.27,9.25,2.24,3-Jul,,,,,,,,,,,,
LP1,O48,NA,MB,6/21/2018,15.86,21.08,6.95,1.13,16-Jul,,,,,,,,,,,,
LP1,O72,NA,MB,6/21/2018,15.56,21.28,7.12,1.08,,,,,,,,,,,,,
LP1,O93,NA,MB,6/21/2018,23.98,32.43,12.02,4.63,3-Jul,,,,,,,,,,,,
LP2,O22,OLD,CV,6/12/2018,44.1,31.2,9.21,8.64,,,,,,,,,,,,,
LP2,O74,OLD,CV,6/12/2018,28.77,22.97,8.03,2.93,,41.24,28.05,10.54,12.26,,,,,25-Oct,0,,
LP2,W1,NA,IR,6/21/2018,42.77,29.24,18.71,9.3,,,,,,,,,,,,,
LP2,O58,NA,MB,6/21/2018,19.01,26.07,9.63,2.29,16-Jul,,,,,,,,,,,,
LP2,O69,NA,MB,6/21/2018,19.17,25.33,8.45,1.99,11-Aug,,,,,,,,,,,,
LP2,O71,NA,MB,6/21/2018,17.16,25.76,7.62,1.38,16-Jul,,,,,,,,,,,,
LP2,O73,NA,MB,6/21/2018,25,33.2,11.4,4.57,10-Jul,,,,,,,,,,,,
LP2,O76,OLD,CV,6/12/2018,31.13,18.25,6.82,2.57,,,,,,,,,,,,,
LP3,O8,OLD,CV,6/12/2018,41.51,30.42,9.27,7.01,,,,,,,,,,25-Oct,0,,
LP3,O60,OLD,CV,6/12/2018,47.76,23.15,9.72,6.58,,,,,,,,,,,,,
LP3,O68,OLD,CV,6/12/2018,41.76,36.19,9.37,7.33,,,,,,,,,,,,,
LP3,W92,NA,IR,6/21/2018,30.88,18.26,12.37,3.05,,,,,,,,,,,,,
LP3,Y83,NA,IR,6/21/2018,33.69,19.46,13.52,4.36,11-Aug,,,,,,,,,,,,
LP3,O42,NA,MB,6/21/2018,16.25,22.84,8.41,1.41,12-Jul,,,,,,,,,,,,
LP3,O62,NA,MB,6/21/2018,16.28,21.77,7.83,1.16,12-Jul,,,,,,,,,,,,
LP3,O63,NA,MB,6/21/2018,17.51,23.33,8.48,1.62,12-Jul,,,,,,,,,,,,
LP3,O66,NA,MB,6/21/2018,18.28,23.98,8.54,1.68,12-Jul,,,,,,,,,,,,
LP3,O87,NA,MB,6/21/2018,19.95,26.21,8.65,2.21,30-Jul,,,,,,,,,,,,
LP4,O31,OLD,CV,6/12/2018,35,22.81,7.04,4.09,,,,,,,,,,25-Oct,0,,
LP4,O97,,CV,,,,,,,,,,,,,,,25-Oct,0.5,,
LP4,O88,OLD,CV,6/12/2018,28.86,19.35,7.35,2.1,,,,,,,,,,,,,
LP4,Y8,OLD,CV,6/12/2018,39.6,21.97,8.28,4.62,,,,,,,,,,,,,
LP4,Y30,OLD,CV,6/13/2018,35.22,21.53,8.65,4.08,26-Jul,,,,,,,,,,,,
LP4,W39,NA,IR,6/21/2018,32.56,22.5,12.1,4.61,,,,,,,,,,25-Oct,0,,
LP4,W51,NA,IR,6/21/2018,41.06,26.55,15.33,8.72,,,,,,,,,,,,,
LP4,Y96,NA,IR,6/21/2018,26.35,20.47,10.32,2.45,7-Sep,,,,,,,,,25-Oct,0,,
LP4,O28,NA,MB,6/21/2018,16.09,21.57,6.85,1.13,11-Aug,,,,,,,,,,,,
LP4,O43,NA,MB,6/21/2018,16.38,21.59,7.92,1.22,12-Jul,,,,,,,,,,,,
LP4,O47,NA,MB,6/21/2018,17.02,22.98,8.25,1.52,,,,,,,,,,,,,
LP4,O74,NA,MB,6/21/2018,18.19,24.61,8.47,1.86,12-Jul,,,,,,,,,,,,
LP4,B56,NA,MB,6/21/2018,17.9,23.31,8.27,1.53,16-Jul,,,,,,,,,,,,
LP5,Y86,OLD,CV,6/13/2018,36.71,26.77,9.69,5.1,dead,,,,,,,,,,,,
LP5,W5,NA,IR,6/21/2018,47.35,24.54,16.22,8.59,,,,,,,,,,27-Oct,0,,
LP5,W22,NA,IR,6/21/2018,44.32,26.5,16.72,8.18,,,,,,,,,,,,,
LP5,Y51,NA,IR,6/21/2018,32.84,19.21,13.36,3.74,7-Sep,,,,,,,,,,,,
LP5,Y72,NA,IR,6/21/2018,29.14,20.27,11.66,3.08,26-Jun,,,,,,,,,,,,
LP5,O55,NA,MB,6/21/2018,17.25,23.12,6.92,1.5,26-Jul,,,,,,,,,,,,
LP5,O80,NA,MB,6/21/2018,17.19,22.81,8.15,1.39,7-Sep,,,,,,,,,,,,
LP5,O88,NA,MB,6/21/2018,17.59,26.27,8.81,1.6,12-Jul,,,,,,,,,,,,
LP5,O91,NA,MB,6/21/2018,13.01,17.89,6.05,0.62,26-Jul,,,,,,,,,,,,
LP6,O3,OLD,CV,6/12/2018,48.48,25.53,8.6,5.75,,,,,,,,,,30-Oct,0,,
LP6,Y1,NEW,CV,6/19/2018,42.68,24.39,12.4,7.01,,,,,,,,,,,,,
LP6,Y2,NA,IR,6/21/2018,28.54,16.01,11.52,2.55,24-Aug,,,,,,,,,,,,
LP6,Y4,NA,IR,6/21/2018,30.92,17.98,12.68,3.39,,,,,,,,,,,,,
LP6,Y22,NA,IR,6/21/2018,31.2,17.4,11.38,2.58,,,,,,,0,0,0,,,,
LP7,Y14,NA,IR,6/21/2018,39.45,23.26,16.16,5.4,,,,,,,,,,,,,
LP7,Y37,NA,IR,6/21/2018,37.64,23.13,14.85,6.64,3-Jul,,,,,,,,,,,,
LP7,Y78,NA,IR,6/21/2018,46.44,25.78,19.55,10.6,,,,,,,,,,,,,
LP7,O31,NA,MB,6/21/2018,17.69,23.65,8.24,1.56,23-Jul,,,,,,,,,,,,
LP7,O39,NA,MB,6/21/2018,16.98,22.14,6.99,1.25,13-Jul,,,,,,,,,,,,
LP7,O59,NA,MB,6/21/2018,15.02,19.93,7.44,0.94,,,,,,,,,,,,,
LP7,O68,NA,MB,6/21/2018,17.58,23.56,8.35,1.57,,,,,,,,,,,,,
LP7,O85,NA,MB,6/21/2018,16.45,22.55,8.9,1.32,,,,,,,,,,,,,
LP8,Y59,,CV,,,,,,,,,,,,,,,29-Oct,0,,
LP8,G95,OLD,CV,6/13/2018,27.15,21.09,8.26,2.81,,,,,,,,,,,,,
LP8,Y6,NA,IR,6/21/2018,34.13,21.6,12.65,3.78,,,,,,,,,,,,,
LP8,Y81,NA,IR,6/21/2018,31.27,22.15,12.77,3.52,,,,,,,,,,,,,
LP8,Y91,NA,IR,6/21/2018,27.43,19.1,11.08,2.61,,,,,,,,,,,,,
LP8,O26,NA,MB,6/21/2018,15.85,21.18,7.3,0.98,,,,,,,,,,,,,
LP8,O67,NA,MB,6/21/2018,11.34,15.08,5.45,0.35,,,,,,,,,,,,,
LP8,B53,NA,MB,6/21/2018,15.55,20.6,7.32,0.97,,,,,,,,,,,,,
LP8,B54,NA,MB,6/21/2018,16.63,22.34,7.54,1.3,,,,,,,,,,,,,
LP8,G24,OLD,CV,6/13/2018,57.42,32.08,14.38,13.88,,,,,,,,,,,,,
LP8,Y7,NA,IR,6/21/2018,42.62,24.53,16.07,7.58,,,,,,,,,,,,,
LP9,B2,NEW,CV,6/20/2018,29.75,22.6,10.39,3.01,,,,,,,,,,,,,
LP9,B15,NEW,CV,6/20/2018,26.22,20.07,9.88,2.39,,,,,,,,,,,,,
LP9,B27,NEW,CV,6/20/2018,38.26,22,10.92,3.8,,,,,,,,,,31-Oct,0,,
LP9,B32,NEW,CV,6/20/2018,38.24,24.42,24.33,4.69,,,,,,,,,,31-Oct,0,,
LP9,B38,NEW,CV,6/20/2018,56.26,39.41,15.66,13.18,,,,,,,,,,,,,
LP9,W67,NA,IR,6/21/2018,49.98,32.55,19.97,16.832,,,,,,,,,,,,,
LP9,Y95,NA,IR,6/21/2018,25.59,18.42,9.72,2.21,,,,,,,,,,,,,
,O2,OLD,CV,6/12/2018,49,26.43,10.48,7.71,,,,,,,,,,,,,
,O5,OLD,CV,6/12/2018,37.07,23.83,8.68,4.6,,,,,,,,,,,,,
,O6,OLD,CV,6/12/2018,33.07,23.32,8.59,3.79,,,,,,,,,,,,,
,O7,OLD,CV,6/12/2018,33.91,19.52,6.95,2.97,,,,,,,,,,,,,
,O9,OLD,CV,6/12/2018,45.7,32.4,11.6,9.12,,,,,,,,,,,,,
,O13,OLD,CV,6/12/2018,29.11,20.44,7.1,2.68,,,,,,,,,,,,,
,O15,OLD,CV,6/12/2018,48.25,31.11,9.95,8.36,,,,,,,,,,,,,
,O16,OLD,CV,6/12/2018,35.97,19.64,7.78,2.98,,,,,,,,,,,,,
,O17,OLD,CV,6/12/2018,45.37,25.09,10.02,6.56,,,,,,,,,,,,,
,O19,OLD,CV,6/12/2018,36.69,33.6,8.95,3.44,,,,,,,,,,,,,
,O21,OLD,CV,6/12/2018,29.76,22.6,6.43,3.25,,,,,,,,,,,,,
,O26,OLD,CV,6/12/2018,37.57,33.51,7.71,9.69,,,,,,,,,,,,,
,O28,OLD,CV,6/12/2018,39.95,27.25,9.32,5.53,,,,,,,,,,,,,
,O33,OLD,CV,6/12/2018,55.68,24.78,9.18,7.49,,,,,,,,,,,,,
,O34,OLD,CV,6/12/2018,42.41,29.16,9.27,7.17,,,,,,,,,,,,,
,O35,OLD,CV,6/12/2018,39.8,32.55,7.48,6.36,,,,,,,,,,,,,
,O38,OLD,CV,6/12/2018,40.69,22.17,8.63,5.78,,,,,,,,,,,,,
,O46,OLD,CV,6/12/2018,47.13,31.21,8.87,8.02,,,,,,,,,,,,,
,O50,OLD,CV,6/12/2018,32,32.16,10.85,5.32,,,,,,,,,,,,,
,O54,OLD,CV,6/12/2018,50.11,30.23,10.03,9.96,,,,,,,,,,,,,
,O57,OLD,CV,6/12/2018,41.39,27.4,9.4,5.3,,,,,,,,,,,,,
,O58,OLD,CV,6/12/2018,41.85,27.22,9.28,6.35,,,,,,,,,,,,,
,O63,OLD,CV,6/12/2018,35.43,28.62,8.78,5.18,,,,,,,,,,,,,
,O64,OLD,CV,6/12/2018,33.87,28.26,10.44,5.76,,,,,,,,,,,,,
,O65,OLD,CV,6/12/2018,44.1,25.01,10.07,5.59,,,,,,,,,,,,,
,O72,OLD,CV,6/12/2018,26.01,21.54,7.1,2.25,,,,,,,,,,,,,
,O78,OLD,CV,6/12/2018,47.34,23.51,9.08,6.02,,,,,,,,,,,,,
,O82,OLD,CV,6/12/2018,29.5,25.37,7.22,3.23,,,,,,,,,,,,,
,O86,OLD,CV,6/12/2018,27.74,24.02,7.17,2.59,,,,,,,,,,,,,
,O87,OLD,CV,6/12/2018,27.58,20.25,6.84,1.98,,,,,,,,,,,,,
,O90,OLD,CV,6/12/2018,36.4,21.38,9.86,4.2,,,,,,,,,,,,,
,O91,OLD,CV,6/12/2018,32.98,22.3,8.15,2.96,,,,,,,,,,,,,
,O92,OLD,CV,6/12/2018,32.57,23.3,8.69,3.81,,,,,,,,,,,,,
,O93,OLD,CV,6/12/2018,27.47,23.61,6.87,2.84,,,,,,,,,,,,,
,O95,OLD,CV,6/12/2018,36.73,27.52,8.29,5.3,,,,,,,,,,,,,
,O96,OLD,CV,6/12/2018,31,30.83,9.33,5.29,,,,,,,,,,,,,
,Y2,OLD,CV,6/12/2018,34.23,26.92,8.35,5.67,,,,,,,,,,,,,
,Y5,OLD,CV,6/12/2018,41.08,22.51,9.56,5.84,,,,,,,,,,,,,
,Y6,OLD,CV,6/12/2018,35.69,27.46,9.87,5.46,,,,,,,,,,,,,
,Y7,OLD,CV,6/12/2018,49.65,22.79,11.21,7.89,,,,,,,,,,,,,
,Y9,OLD,CV,6/12/2018,48.8,31.11,9.5,8.48,,,,,,,,,,,,,
,Y11,OLD,CV,6/13/2018,31.92,21.36,8.36,3.19,,,,,,,,,,,,,
,Y12,OLD,CV,6/13/2018,36.55,20.74,8.27,3.35,,,,,,,,,,,,,
,Y15,OLD,CV,6/13/2018,40.29,19.21,7.85,3.35,,,,,,,,,,,,,
,Y16,OLD,CV,6/13/2018,31.21,22.45,10.75,3.92,,,,,,,,,,,,,
,Y17,OLD,CV,6/13/2018,38.27,26.26,8.58,4.42,,,,,,,,,,,,,
,Y18,OLD,CV,6/13/2018,35.29,24.39,7.8,4.2,,,,,,,,,,,,,
,Y19,OLD,CV,6/13/2018,39.34,26.3,9.14,4.52,,,,,,,,,,,,,
,Y20,OLD,CV,6/13/2018,40.74,33.11,11.9,8.55,,,,,,,,,,,,,
,Y21,OLD,CV,6/13/2018,53.73,40.15,14.49,17.29,,,,,,,,,,,,,
,Y22,OLD,CV,6/13/2018,47.7,25.15,10.42,7.52,,,,,,,,,,,,,
,Y23,OLD,CV,6/13/2018,33.53,21.57,6.82,3.27,,,,,,,,,,,,,
,Y24,OLD,CV,6/13/2018,34.33,21.96,7.65,3.76,,,,,,,,,,,,,
,Y32,OLD,CV,6/13/2018,31.03,22.68,9.75,4.01,,,,,,,,,,,,,
,Y33,OLD,CV,6/13/2018,31.34,24.78,10.34,3.85,,,,,,,,,,,,,
,Y34,OLD,CV,6/13/2018,29.94,20.75,6.86,2.93,,,,,,,,,,,,,
,Y35,OLD,CV,6/13/2018,39.22,10.98,6.87,,missing,,,,,,,,,,,,
,Y36,OLD,CV,6/13/2018,32.89,25.84,9.28,4.21,,,,,,,,,,,,,
,Y37,OLD,CV,6/13/2018,33.21,21.16,6.79,2.9,,,,,,,,,,,,,
,Y38,OLD,CV,6/13/2018,32.49,19.4,6.98,2.5,,,,,,,,,,,,,
,Y41,OLD,CV,6/13/2018,32.55,20.9,7.19,3.18,,,,,,,,,,,,,
,Y42,OLD,CV,6/13/2018,37.47,25.24,9.42,5.24,,,,,,,,,,,,,
,Y44,OLD,CV,6/13/2018,39.48,25.32,9.36,4.67,,,,,,,,,,,,,
,Y45,OLD,CV,6/13/2018,31.15,20.93,7.75,3.26,,,,,,,,,,,,,
,Y46,OLD,CV,6/13/2018,37.37,25.78,11.12,6.51,,,,,,,,,,,,,
,Y48,OLD,CV,6/13/2018,42.04,27.02,9.93,7.45,,,,,,,,,,,,,
,Y50,OLD,CV,6/13/2018,32.65,23.9,7.29,3.35,,,,,,,,,,,,,
,Y53,OLD,CV,6/13/2018,63.04,35.5,10.05,12.42,,,,,,,,,,,,,
,Y54,OLD,CV,6/13/2018,34.94,23.31,8.05,4.15,,,,,,,,,,,,,
,Y56,OLD,CV,6/13/2018,48.8,30.23,10.38,8.03,,,,,,,,,,,,,
,Y59,OLD,CV,6/13/2018,27.07,26.01,8.95,3.48,,,,,,,,,,,,,
,Y60,OLD,CV,6/13/2018,36.37,23.17,8.07,3.39,,,,,,,,,,,,,
,Y61,OLD,CV,6/13/2018,34.68,21.65,7.89,3.66,,,,,,,,,,,,,
,Y70,OLD,CV,6/13/2018,26.76,20.47,6.08,2.24,,,,,,,,,,,,,
,Y72,OLD,CV,6/13/2018,47.04,33.57,11.5,11.26,,,,,,,,,,,,,
,Y75,OLD,CV,6/13/2018,38.57,25.32,8.86,5.31,,,,,,,,,,,,,
,Y76,OLD,CV,6/13/2018,41.28,25.36,9.58,6.47,,,,,,,,,,,,,
,Y78,OLD,CV,6/13/2018,34.22,20.96,9.27,3.79,,,,,,,,,,,,,
,Y79,OLD,CV,6/13/2018,41.57,26.41,9.01,5.24,,,,,,,,,,,,,
,Y80,OLD,CV,6/13/2018,31.16,25.84,8.01,4.17,,,,,,,,,,,,,
,Y82,OLD,CV,6/13/2018,38.18,22.58,6.51,3.95,,,,,,,,,,,,,
,Y84,OLD,CV,6/13/2018,33.57,27.68,8.62,4.26,,,,,,,,,,,,,
,Y93,OLD,CV,6/13/2018,38.82,26.2,8.2,5.35,,,,,,,,,,,,,
,Y94,OLD,CV,6/13/2018,35.87,25.58,7.02,4.19,,,,,,,,,,,,,
,Y95,OLD,CV,6/13/2018,36.72,23.09,7.36,3.5,,,,,,,,,,,,,
,Y96,OLD,CV,6/13/2018,33.73,20.31,7.52,3.58,,,,,,,,,,,,,
,Y97,OLD,CV,6/13/2018,34.48,21.66,7.15,3.19,,,,,,,,,,,,,
,Y98,OLD,CV,6/13/2018,47.49,29.96,8.02,7.48,,,,,,,,,,,,,
,Y99,OLD,CV,6/13/2018,42.31,18.92,5.93,2.62,,,,,,,,,,,,,
,G3,OLD,CV,6/13/2018,36.6,23.16,7.24,4.45,,,,,,,,,,,,,
,G6,OLD,CV,6/13/2018,38.33,23.57,8.45,4.39,,,,,,,,,,,,,
,G23,OLD,CV,6/13/2018,42.81,25.17,9.1,7.09,,,,,,,,,,,,,
,G26,OLD,CV,6/13/2018,44.48,24.62,11.26,8.53,,,,,,,,,,,,,
,G36,OLD,CV,6/13/2018,32.02,23.05,6.18,3.21,,,,,,,,,,,,,
,G37,OLD,CV,6/13/2018,32.47,27.14,8.65,5.36,,,,,,,,,,,,,
,G42,OLD,CV,6/13/2018,54.75,36.88,12.22,14.82,,,,,,,,,,,,,
,G52,OLD,CV,6/13/2018,46.76,28.99,9.05,8.53,,,,,,,,,,,,,
,G60,OLD,CV,6/13/2018,47.37,28.51,10.81,8.27,,,,,,,,,,,,,
,G61,OLD,CV,6/13/2018,45.44,22.73,8.99,5.04,,,,,,,,,,,,,
,G64,OLD,CV,6/13/2018,41.43,25.38,9.6,5.66,,,,,,,,,,,,,
,G66,OLD,CV,6/13/2018,42.85,25.43,8.75,6.29,,,,,,,,,,,,,
,G69,OLD,CV,6/13/2018,50.75,29.04,10.68,8.48,,,,,,,,,,,,,
,G71,OLD,CV,6/13/2018,40.04,29.32,8.93,6.72,,,,,,,,,,,,,
,G74,OLD,CV,6/13/2018,41.71,25.53,8.18,5.87,,,,,,,,,,,,,
,G75,OLD,CV,6/13/2018,48.39,26.77,10.87,7.35,,,,,,,,,,,,,
,G82,OLD,CV,6/13/2018,44.19,25.77,8.42,5.52,,,,,,,,,,,,,
,G84,OLD,CV,6/13/2018,51.34,28.44,9.88,7.82,,,,,,,,,,,,,
,G90,OLD,CV,6/13/2018,46.79,26.8,9.83,7.35,,,,,,,,,,,,,
,G91,OLD,CV,6/13/2018,47.25,24.04,10.19,7.24,,,,,,,,,,,,,
,G92,OLD,CV,6/13/2018,36.16,30.25,12.67,8.75,,,,,,,,,,,,,
,G97,OLD,CV,6/13/2018,49.81,25.36,8.08,6.28,,,,,,,,,,,,,
,B2,OLD,CV,6/13/2018,44.88,28.31,9.64,7.15,,,,,,,,,,,,,
,B3,OLD,CV,6/13/2018,49.7,29.94,12.14,10.13,,,,,,,,,,,,,
,B4,OLD,CV,6/13/2018,32.65,21.93,8.2,2.48,,,,,,,,,,,,,
,B5,OLD,CV,6/13/2018,38.45,21.38,7.24,5.31,,,,,,,,,,,,,
,B6,OLD,CV,6/13/2018,43.05,28.3,8.3,8.08,,,,,,,,,,,,,
,B7,OLD,CV,6/13/2018,44.73,28.31,11.05,7.14,,,,,,,,,,,,,
,B8,OLD,CV,6/13/2018,31.92,29.76,10.3,6.12,,,,,,,,,,,,,
,B9,OLD,CV,6/13/2018,48.18,30.37,10.23,8.07,,,,,,,,,,,,,
,B10,OLD,CV,6/13/2018,35.84,23.85,9.58,4.57,,,,,,,,,,,,,
